hogar_id,conglome,vivienda,hogar,ubigeo,factor_expansion_anual,target_pobreza_monetaria_bin,usa_combustible_limpio,usa_combustible_precario,dispositivo_servicio_digital_2,material_techo,nivel_educativo_jefe_ord,dispositivo_servicio_digital_3,piso_precario,ingreso_neto_total_hogar,num_habitaciones,acceso_internet_hogar_derivado,dispositivo_servicio_digital_1,material_pared,tam_hogar,num_ninos_0_5,num_ninos_6_16,num_miembros_afiliados_essalud,estrato_geografico,monto_juntos,acceso_desague_red,monto_bono_gas,monto_pension_65,num_miembros_sin_atencion_salud,acceso_agua_red,num_miembros_con_enfermedad_4_sem,monto_programa_contigo,agua_potable_reportada,tipo_vivienda,monto_otras_transferencias_publicas,monto_bono_electricidad,num_miembros_con_sintoma_4_sem
040104_015556_031_11,015556,031,11,040104,293.7436,0,0,1,pase,concreto armado,8.0,conexion movil prepago,0,81047.2421875,3.0,1,pase,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,0,0,0,2,0,2,0,1,casa independiente,0,0,2
040104_015556_049_11,015556,049,11,040104,293.7436,1,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,18075.865234375,4.0,1,conexion fija,ladrillo o bloque de cemento,4,0,2,0, de 500 000 a más habitantes,0,0,0,0,0,0,0,0,1,casa independiente,0,0,0
040104_015556_060_11,015556,060,11,040104,293.7436,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,2757.0,2.0,1,conexion fija,ladrillo o bloque de cemento,3,0,2,0, de 500 000 a más habitantes,0,0,0,0,2,0,2,0,1,casa independiente,0,0,2
040104_015556_081_11,015556,081,11,040104,293.7436,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,13678.0,3.0,1,pase,ladrillo o bloque de cemento,1,0,0,1, de 500 000 a más habitantes,0,0,0,0,0,0,0,0,1,casa independiente,0,0,0
040104_015565_005_11,015565,005,11,040104,293.7436,0,1,0,pase,concreto armado,11.0,conexion movil prepago,0,62832.53515625,2.0,1,conexion fija,ladrillo o bloque de cemento,3,1,0,3, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
040104_015565_025_11,015565,025,11,040104,293.7436,1,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,15238.630859375,5.0,1,pase,ladrillo o bloque de cemento,3,0,1,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040104_015565_065_11,015565,065,11,040104,293.7436,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,30037.919921875,6.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,0, de 500 000 a más habitantes,0,1,0,0,3,1,1,0,1,casa independiente,0,0,1
040104_015565_085_11,015565,085,11,040104,293.7436,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,10996.0,1.0,1,pase,piedra o sillar con cal o cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040104_015565_104_11,015565,104,11,040104,293.7436,0,1,0,conexion movil post pago control,concreto armado,4.0,conexion movil prepago,0,49298.88671875,4.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,2
040104_015565_124_11,015565,124,11,040104,293.7436,1,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,48158.09765625,3.0,1,pase,ladrillo o bloque de cemento,4,0,2,2, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040104_015579_008_11,015579,008,11,040104,293.7436,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,5838.7607421875,1.0,1,pase,ladrillo o bloque de cemento,2,0,1,0, de 500 000 a más habitantes,0,0,0,0,0,0,0,0,0,casa independiente,0,0,0
040104_015579_013_11,015579,013,11,040104,293.7436,1,0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",7.0,pase,0,15727.595703125,1.0,1,pase,ladrillo o bloque de cemento,4,2,1,4, de 500 000 a más habitantes,0,0,0,0,2,0,0,0,0,casa independiente,0,0,3
040104_015579_021_11,015579,021,11,040104,293.7436,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,25874.048828125,2.0,1,pase,ladrillo o bloque de cemento,3,0,1,0, de 500 000 a más habitantes,0,0,0,0,1,0,3,0,1,casa independiente,0,0,3
040104_015579_028_11,015579,028,11,040104,293.7436,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",1.0,conexion movil prepago,0,29222.41015625,3.0,1,pase,ladrillo o bloque de cemento,3,0,1,0, de 500 000 a más habitantes,0,0,0,0,2,0,3,0,1,casa independiente,0,0,2
040104_015579_034_11,015579,034,11,040104,293.7436,1,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,23291.314453125,1.0,1,pase,piedra o sillar con cal o cemento,5,2,1,0, de 500 000 a más habitantes,0,0,0,0,0,0,0,0,1,casa independiente,0,0,1
040104_015579_048_11,015579,048,11,040104,293.7436,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,25446.474609375,1.0,1,pase,ladrillo o bloque de cemento,3,1,0,0, de 500 000 a más habitantes,0,0,0,0,1,0,0,0,1,casa independiente,0,0,1
040109_015584_020_11,015584,020,11,040109,252.8132,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,98508.828125,5.0,1,conexion fija,ladrillo o bloque de cemento,6,1,0,3, de 500 000 a más habitantes,0,1,0,0,1,1,2,0,1,casa independiente,21458,0,1
040109_015584_043_11,015584,043,11,040109,252.8132,0,1,0,conexion movil post pago control,concreto armado,7.0,pase,0,121568.921875,6.0,1,conexion fija,ladrillo o bloque de cemento,7,2,0,3, de 500 000 a más habitantes,0,1,0,0,4,1,2,0,1,casa independiente,23842,0,6
040109_015584_113_11,015584,113,11,040109,252.8132,0,1,0,pase,concreto armado,1.0,conexion movil prepago,0,45316.3125,4.0,1,pase,ladrillo o bloque de cemento,2,0,0,1, de 500 000 a más habitantes,0,1,0,0,2,1,0,0,1,casa independiente,5364,0,2
040109_015584_160_11,015584,160,11,040109,252.8132,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,1,49534.66796875,3.0,1,conexion fija,piedra o sillar con cal o cemento,3,0,1,3, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,3576,0,2
040109_015584_184_11,015584,184,11,040109,252.8132,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,90029.0546875,2.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,2, de 500 000 a más habitantes,0,1,0,0,3,1,1,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",0,0,2
040109_015584_207_11,015584,207,11,040109,252.8132,0,1,0,pase,concreto armado,10.0,conexion movil prepago,0,39309.05859375,4.0,1,conexion fija,ladrillo o bloque de cemento,5,1,1,3, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,2
040109_015618_015_11,015618,015,11,040109,252.8132,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,43560.55859375,4.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,1
040109_015618_032_11,015618,032,11,040109,252.8132,0,1,0,conexion movil post pago control,concreto armado,8.0,conexion movil prepago,0,122683.3828125,5.0,1,conexion fija,ladrillo o bloque de cemento,5,2,1,4, de 500 000 a más habitantes,0,1,0,0,3,1,1,0,1,casa independiente,0,0,3
040109_015618_065_11,015618,065,11,040109,252.8132,0,1,0,,concreto armado,8.0,,0,35684.421875,4.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,0, de 500 000 a más habitantes,0,1,0,0,3,1,0,0,1,casa independiente,0,0,3
040109_015618_082_12,015618,082,12,040109,252.8132,0,1,0,,concreto armado,7.0,,0,37855.34765625,4.0,1,conexion fija,ladrillo o bloque de cemento,1,0,0,1, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040109_015618_082_22,015618,082,22,040109,252.8132,0,1,0,pase,,5.0,conexion movil prepago,0,41483.015625,,1,conexion fija,,3,0,1,0, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,,0,0,2
040109_015618_100_11,015618,100,11,040109,252.8132,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,58461.74609375,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,2, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",22862,0,1
040109_015621_050_11,015621,050,11,040109,293.7436,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",1.0,pase,0,59561.984375,3.0,1,pase,ladrillo o bloque de cemento,4,0,1,0, de 500 000 a más habitantes,0,1,0,0,3,1,2,0,1,casa independiente,2375,0,2
040109_015621_080_11,015621,080,11,040109,293.7436,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",5.0,conexion movil prepago,0,12400.7578125,2.0,1,pase,ladrillo o bloque de cemento,2,0,1,0, de 500 000 a más habitantes,0,1,0,0,0,1,2,0,1,casa independiente,0,0,1
040109_015621_095_11,015621,095,11,040109,293.7436,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,22584.63671875,3.0,1,pase,ladrillo o bloque de cemento,4,0,1,0, de 500 000 a más habitantes,1190,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040109_015621_124_11,015621,124,11,040109,293.7436,0,1,0,pase,concreto armado,5.0,conexion movil prepago,0,15056.685546875,4.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,6176,0,2
040109_015621_139_11,015621,139,11,040109,293.7436,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,48597.69140625,4.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,3,1,2,0,1,casa independiente,0,0,2
040112_015637_009_11,015637,009,11,040112,252.8132,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,42922.0234375,4.0,1,pase,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,1
040112_015637_021_11,015637,021,11,040112,252.8132,0,1,0,conexion movil post pago control,concreto armado,3.0,pase,0,88163.4140625,6.0,1,conexion fija,ladrillo o bloque de cemento,5,2,0,4, de 500 000 a más habitantes,0,1,0,0,1,1,2,0,1,casa independiente,0,0,1
040112_015637_033_11,015637,033,11,040112,252.8132,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,46374.375,4.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040112_015637_056_11,015637,056,11,040112,252.8132,0,1,0,conexion movil post pago control,concreto armado,4.0,pase,0,54176.76171875,4.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,2,0,1,casa independiente,4750,0,3
040112_015637_068_11,015637,068,11,040112,252.8132,0,1,0,pase,concreto armado,8.0,conexion movil prepago,0,38703.34375,4.0,1,conexion fija,ladrillo o bloque de cemento,5,2,0,3, de 500 000 a más habitantes,0,1,0,0,2,1,3,0,1,casa independiente,0,0,1
040112_015637_083_11,015637,083,11,040112,252.8132,0,1,0,pase,concreto armado,8.0,conexion movil prepago,0,14763.501953125,4.0,1,pase,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,5344,0,0
040112_015637_095_11,015637,095,11,040112,252.8132,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,125699.0,4.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,1, de 500 000 a más habitantes,0,1,0,0,1,1,2,0,1,casa independiente,0,0,2
040112_015637_120_11,015637,120,11,040112,252.8132,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,40114.58984375,3.0,1,conexion fija,ladrillo o bloque de cemento,2,0,1,2, de 500 000 a más habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040103_015654_051_11,015654,051,11,040103,1152.5503,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,32853.05078125,4.0,1,pase,ladrillo o bloque de cemento,3,0,1,1, de 500 000 a más habitantes,0,1,0,0,2,1,2,0,1,casa independiente,0,0,2
040103_015654_069_11,015654,069,11,040103,1152.5503,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,24872.064453125,3.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,31,1
040103_015654_086_11,015654,086,11,040103,1152.5503,0,0,1,conexion movil post pago control,concreto armado,3.0,conexion movil prepago,0,45389.51953125,5.0,1,pase,ladrillo o bloque de cemento,6,0,2,0, de 500 000 a más habitantes,0,1,0,0,3,1,3,0,1,casa independiente,0,0,2
040103_015654_121_11,015654,121,11,040103,1152.5503,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,11208.8857421875,2.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,1,0,1,casa independiente,0,0,0
040103_015654_137_11,015654,137,11,040103,1152.5503,0,1,0,conexion movil post pago control,concreto armado,5.0,conexion movil prepago,0,66501.828125,6.0,1,conexion fija,ladrillo o bloque de cemento,6,0,1,4, de 500 000 a más habitantes,0,1,0,0,2,1,4,0,1,casa independiente,0,0,2
040706_015672_024_11,015672,024,11,040706,294.5062,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,126640.7421875,6.0,1,pase,ladrillo o bloque de cemento,3,0,0,2,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,3
040706_015672_075_11,015672,075,11,040706,294.5062,0,1,0,conexion movil post pago control,concreto armado,3.0,conexion movil prepago,0,2125.271728515625,5.0,1,pase,ladrillo o bloque de cemento,4,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,1
040706_015672_091_11,015672,091,11,040706,294.5062,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,25102.634765625,3.0,1,conexion fija,ladrillo o bloque de cemento,2,0,1,0,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
040706_015672_108_11,015672,108,11,040706,294.5062,0,1,0,conexion movil post pago control,concreto armado,8.0,conexion movil prepago,0,122302.8515625,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,3,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,3
040706_015672_125_11,015672,125,11,040706,294.5062,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",7.0,conexion movil prepago,0,20838.0,2.0,1,pase,otro material,3,0,1,1,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040701_015687_008_11,015687,008,11,040701,90.98012,0,1,0,conexion movil post pago control,concreto armado,8.0,conexion movil prepago,0,44298.41015625,7.0,1,conexion fija,ladrillo o bloque de cemento,5,0,2,4, de 20 000 a 49 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,10249,0,3
040701_015687_026_11,015687,026,11,040701,90.98012,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,73377.4609375,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,2,4, de 20 000 a 49 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,0
040701_015687_040_11,015687,040,11,040701,90.98012,0,1,0,conexion movil post pago control,concreto armado,11.0,conexion movil prepago,0,41574.45703125,2.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,2, de 20 000 a 49 999 habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
040701_015687_045_11,015687,045,11,040701,90.98012,0,1,0,pase,concreto armado,3.0,conexion movil prepago,0,19930.3515625,6.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,1, de 20 000 a 49 999 habitantes,0,1,0,0,2,1,1,0,1,casa independiente,3563,0,2
040701_015687_051_11,015687,051,11,040701,90.98012,1,0,1,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,17770.25390625,4.0,1,pase,ladrillo o bloque de cemento,4,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,0,1,1,1785,1,casa independiente,0,0,1
040701_015687_169_11,015687,169,11,040701,90.98012,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",9.0,conexion movil prepago,0,36240.703125,5.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040703_015698_006_11,015698,006,11,040703,183.972,0,1,0,conexion movil post pago control,concreto armado,5.0,pase,0,30267.98046875,2.0,1,pase,ladrillo o bloque de cemento,3,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,3,1,1,0,1,casa independiente,0,0,2
040703_015698_061_11,015698,061,11,040703,183.972,0,0,1,conexion movil post pago control,concreto armado,5.0,pase,0,57522.02734375,4.0,1,pase,ladrillo o bloque de cemento,2,0,0,1,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,0
040703_015698_079_11,015698,079,11,040703,183.972,0,1,0,pase,concreto armado,4.0,conexion movil prepago,0,85623.578125,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,0
040703_015698_099_11,015698,099,11,040703,183.972,1,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,28181.5234375,2.0,1,pase,triplay/calamina/estera,4,0,2,0,de 2 000 a 19 999 habitantes,0,0,0,0,3,0,2,0,1,casa independiente,0,0,3
040703_015698_116_11,015698,116,11,040703,183.972,1,1,0,,"planchas de calamina, fibra de cemento o similares",3.0,,0,21163.203125,2.0,0,,triplay/calamina/estera,2,0,0,0,de 2 000 a 19 999 habitantes,0,0,0,0,2,0,0,0,1,casa independiente,0,0,1
040312_015748_097_11,015748,097,11,040312,66.93387,0,0,1,pase,"planchas de calamina, fibra de cemento o similares",4.0,conexion movil prepago,0,66864.875,3.0,1,pase,adobe,5,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,3,1,3,0,1,casa independiente,0,0,4
040312_015748_100_11,015748,100,11,040312,66.93387,1,0,1,,"planchas de calamina, fibra de cemento o similares",5.0,,0,17237.072265625,3.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,2,1,2,0,1,casa independiente,0,31,0
040312_015748_105_11,015748,105,11,040312,66.93387,1,0,1,,"planchas de calamina, fibra de cemento o similares",3.0,,1,7512.67919921875,1.0,0,,adobe,2,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,298,0,0,1,0,0,1,casa independiente,0,31,1
040312_015748_110_11,015748,110,11,040312,66.93387,1,0,1,,concreto armado,4.0,,0,18968.673828125,6.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,1,1,0,0,1,casa independiente,0,0,1
040312_015748_115_11,015748,115,11,040312,66.93387,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",1.0,conexion movil prepago,1,37618.18359375,4.0,1,conexion fija,triplay/calamina/estera,4,1,0,0,area de empadronamiento rural (aer) compuesto,0,0,298,0,1,1,0,0,1,casa independiente,0,0,1
040312_015748_119_11,015748,119,11,040312,66.93387,0,0,1,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,1,16382.3642578125,5.0,1,conexion fija,adobe,5,1,1,0,area de empadronamiento rural (aer) compuesto,0,0,0,1792,2,1,2,0,1,casa independiente,0,0,2
040127_015756_032_11,015756,032,11,040127,150.3477,0,0,1,,"planchas de calamina, fibra de cemento o similares",4.0,,0,9793.0302734375,1.0,0,,piedra o sillar con cal o cemento,1,0,0,0, de 500 a 1 999 habitantes,0,0,0,0,0,0,0,0,0,casa independiente,0,0,0
040127_015756_041_11,015756,041,11,040127,150.3477,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,39552.9296875,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 500 a 1 999 habitantes,0,1,0,0,1,1,2,0,0,casa independiente,0,0,2
040127_015756_071_11,015756,071,11,040127,150.3477,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,74584.65625,6.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,0, de 500 a 1 999 habitantes,0,1,0,0,2,1,1,0,0,casa independiente,0,0,2
040127_015756_081_11,015756,081,11,040127,150.3477,1,1,0,,concreto armado,4.0,,0,11720.1787109375,2.0,0,,piedra o sillar con cal o cemento,2,0,0,0, de 500 a 1 999 habitantes,0,0,0,3570,2,0,2,0,0,casa independiente,0,0,1
040127_015756_090_11,015756,090,11,040127,150.3477,0,0,1,,concreto armado,3.0,,0,15036.375,2.0,0,,ladrillo o bloque de cemento,2,0,0,0, de 500 a 1 999 habitantes,0,1,0,0,1,1,1,0,0,casa independiente,0,0,2
040127_015756_102_11,015756,102,11,040127,150.3477,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,16443.72265625,4.0,1,pase,ladrillo o bloque de cemento,2,0,0,1, de 500 a 1 999 habitantes,0,1,0,0,1,1,0,0,0,casa independiente,0,0,1
040127_015756_106_11,015756,106,11,040127,150.3477,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",10.0,pase,0,52549.96875,7.0,1,conexion fija,ladrillo o bloque de cemento,4,0,2,1, de 500 a 1 999 habitantes,0,1,0,0,1,1,1,0,0,casa independiente,0,0,2
040106_015757_023_11,015757,023,11,040106,150.3477,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,1,25124.802734375,1.0,1,pase,piedra o sillar con cal o cemento,2,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,297,3570,1,1,0,0,1,casa independiente,7126,0,2
040106_015757_024_11,015757,024,11,040106,150.3477,0,0,1,,"planchas de calamina, fibra de cemento o similares",3.0,,0,15427.09375,1.0,0,,ladrillo o bloque de cemento,1,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,1785,0,1,0,0,1,casa independiente,7126,0,1
040106_015757_029_11,015757,029,11,040106,150.3477,0,0,1,,"planchas de calamina, fibra de cemento o similares",5.0,,1,13737.8125,2.0,0,,triplay/calamina/estera,1,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,0,1,0,0,1,casa independiente,7126,0,0
040106_015757_030_11,015757,030,11,040106,150.3477,0,0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",3.0,pase,0,12455.9384765625,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,1785,2,1,2,0,1,casa independiente,0,0,3
040106_015757_169_11,015757,169,11,040106,150.3477,0,0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",9.0,conexion movil prepago,0,21268.451171875,1.0,1,pase,ladrillo o bloque de cemento,3,0,2,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,1,0,0,0,0,casa independiente,0,0,1
040106_015757_170_11,015757,170,11,040106,150.3477,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",4.0,conexion movil prepago,0,49462.97265625,5.0,1,conexion fija,ladrillo o bloque de cemento,5,0,2,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,1,0,2,0,0,casa independiente,0,0,3
040106_015757_175_11,015757,175,11,040106,150.3477,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",4.0,pase,0,16849.798828125,1.0,1,pase,ladrillo o bloque de cemento,1,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,1,0,1,0,0,casa independiente,0,0,0
040106_015757_179_11,015757,179,11,040106,150.3477,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",8.0,conexion movil prepago,0,30518.01171875,1.0,1,pase,ladrillo o bloque de cemento,1,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,0,0,0,0,0,casa independiente,0,0,0
040111_020508_006_11,020508,006,11,040111,293.7436,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,47365.90234375,2.0,1,pase,ladrillo o bloque de cemento,1,0,0,1,de 2 000 a 19 999 habitantes,0,0,0,0,0,0,0,0,0,casa independiente,0,0,0
040111_020508_030_11,020508,030,11,040111,293.7436,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",5.0,conexion movil prepago,0,74945.0234375,4.0,1,pase,ladrillo o bloque de cemento,6,0,2,0,de 2 000 a 19 999 habitantes,0,0,0,0,4,0,4,0,0,casa independiente,0,0,4
040111_020508_042_11,020508,042,11,040111,293.7436,0,0,1,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,15462.7060546875,1.0,1,pase,ladrillo o bloque de cemento,2,0,0,0,de 2 000 a 19 999 habitantes,0,0,0,0,1,0,0,0,0,casa independiente,0,0,1
040111_020508_054_11,020508,054,11,040111,293.7436,1,1,0,pase,"planchas de calamina, fibra de cemento o similares",7.0,pase,0,18844.248046875,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,0,de 2 000 a 19 999 habitantes,0,0,0,0,1,0,1,0,0,casa independiente,0,0,1
040111_020508_066_11,020508,066,11,040111,293.7436,0,0,1,conexion movil post pago control,concreto armado,7.0,conexion movil prepago,0,71579.9765625,5.0,1,pase,ladrillo o bloque de cemento,9,1,2,3,de 2 000 a 19 999 habitantes,0,0,0,0,4,1,4,0,1,casa independiente,0,0,3
040111_020508_078_11,020508,078,11,040111,293.7436,0,1,0,conexion movil post pago control,concreto armado,11.0,pase,0,64732.78515625,2.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,1,de 2 000 a 19 999 habitantes,0,0,0,0,1,0,0,0,0,casa independiente,0,0,1
040128_020655_001_11,020655,001,11,040128,293.7436,0,1,0,pase,concreto armado,5.0,conexion movil prepago,0,80768.0390625,4.0,1,pase,ladrillo o bloque de cemento,6,1,2,5, de 20 000 a 49 999 habitantes,0,0,0,0,1,1,0,0,0,casa independiente,0,0,3
040128_020655_010_11,020655,010,11,040128,293.7436,0,1,0,,"planchas de calamina, fibra de cemento o similares",3.0,,0,7407.57275390625,3.0,0,,ladrillo o bloque de cemento,1,0,0,0, de 20 000 a 49 999 habitantes,0,0,0,0,1,0,0,0,0,casa independiente,0,0,1
040128_020655_020_12,020655,020,12,040128,293.7436,0,1,0,conexion movil post pago control,concreto armado,3.0,conexion movil prepago,0,20068.958984375,6.0,1,pase,ladrillo o bloque de cemento,4,0,1,2, de 20 000 a 49 999 habitantes,0,0,0,0,4,0,0,0,0,casa independiente,11921,0,4
040128_020655_020_22,020655,020,22,040128,293.7436,0,1,0,conexion movil post pago control,,8.0,pase,0,82023.9921875,,1,pase,,3,1,0,2, de 20 000 a 49 999 habitantes,0,0,0,0,1,0,1,0,0,,0,0,1
040128_020655_043_11,020655,043,11,040128,293.7436,0,1,0,,"planchas de calamina, fibra de cemento o similares",3.0,,0,6771.07568359375,3.0,0,,ladrillo o bloque de cemento,1,0,0,0, de 20 000 a 49 999 habitantes,0,0,0,0,1,0,0,0,0,casa independiente,0,0,1
